date_block_num,shop_id,item_id,item_price,vente_mensuelle
5,48,51,383.05,10
18,25,379,631.9,1
10,57,5,551.77,1
1,38,77,238.86,1
8,13,160,350.38,9
20,4,208,617.89,14
23,55,257,862.25,11
33,14,205,755.68,10
21,33,255,557.87,16
2,28,438,368.67,17
11,52,11,371.4,13
27,37,437,880.62,16
29,8,8,48.85,14
25,44,409,988.1,11
20,34,424,667.73,15
27,44,32,684.33,5
25,5,472,47.62,1
32,54,28,609.47,1
20,5,206,489.93,15
34,31,493,114.72,1
33,45,387,285.14,7
17,9,228,891.41,6
10,42,128,554.49,0
22,32,255,419.28,3
21,33,475,81.96,10
16,3,212,716.98,19
4,30,239,705.82,6
10,50,207,617.9,17
29,12,318,515.16,3
14,29,283,439.45,16
26,3,245,597.34,10
34,26,45,241.06,10
32,57,105,941.85,19
19,30,348,592.91,10
15,9,281,318.08,14
33,26,234,455.18,13
1,2,189,807.63,16
34,3,44,170.0,1
27,46,494,299.91,17
5,4,225,682.71,15
8,25,430,322.33,11
19,51,142,794.58,9
0,13,136,139.15,15
7,39,176,765.06,2
22,44,142,77.67,7
2,35,449,22.47,1
3,55,80,899.24,0
24,23,82,585.53,13
14,9,135,358.31,3
20,2,207,240.27,3
34,54,344,620.72,8
13,41,177,513.91,2
35,44,383,991.68,4
11,31,243,983.38,0
16,44,55,638.67,18
8,47,141,448.44,0
34,2,457,496.23,9
12,32,440,685.65,11
14,18,56,110.56,9
17,13,15,335.07,1
32,46,185,84.52,15
5,5,314,82.63,7
26,58,419,203.88,13
22,42,88,490.4,14
26,44,97,786.93,15
33,10,144,490.64,10
13,56,8,342.12,11
35,43,477,91.53,1
7,25,215,554.79,3
34,34,173,278.56,2
18,37,223,618.78,8
29,30,40,977.42,17
13,7,497,120.2,18
19,6,182,220.0,6
24,54,270,478.36,3
23,55,187,968.93,5
13,3,245,774.09,18
25,13,478,899.25,0
22,3,309,340.38,15
21,26,231,992.12,10
18,57,383,111.8,3
2,24,155,62.44,17
18,53,175,857.05,4
8,6,336,927.99,5
27,43,115,99.68,1
19,58,390,122.29,11
6,49,311,42.84,8
13,42,481,113.46,19
8,12,300,217.33,11
18,49,18,970.38,12
13,36,272,671.18,16
35,2,12,780.77,4
16,11,404,778.38,19
29,39,301,539.72,12
8,34,192,799.51,12
32,26,232,599.85,9
24,18,443,321.4,14
13,21,93,565.5,14
10,36,478,538.17,17
34,40,218,825.22,17
13,52,278,981.91,1
29,46,353,416.93,10
3,44,487,765.76,12
3,22,303,108.77,10
27,53,29,779.06,3
7,59,470,377.7,14
1,30,301,49.0,10
21,50,77,369.61,17
15,43,9,614.54,15
28,30,24,128.06,9
29,8,15,924.79,11
11,34,164,86.9,12
34,57,13,930.71,8
10,47,347,710.07,12
20,9,172,336.42,5
20,51,357,396.84,5
4,20,327,743.4,10
19,40,200,605.46,18
2,25,485,674.93,10
32,19,489,395.27,9
8,5,462,492.94,14
8,11,378,989.97,12
3,15,76,221.78,7
34,8,164,423.68,4
16,19,372,298.9,1
33,23,61,767.46,15
23,27,488,766.37,12
31,40,465,299.52,18
0,32,424,90.58,8
7,26,245,21.32,14
22,27,477,433.18,5
11,19,382,416.23,7
11,50,155,988.51,13
14,42,257,475.1,4
18,29,244,263.85,16
25,39,162,892.32,6
28,41,68,496.16,8
21,33,344,603.18,15
20,19,277,104.71,17
19,37,161,389.09,12
28,19,391,944.78,17
3,33,449,593.61,9
6,47,489,351.06,0
27,16,259,629.41,17
27,23,492,911.31,18
3,7,307,281.25,1
21,26,335,510.07,3
11,32,95,959.1,10
2,12,438,180.67,2
21,8,464,722.47,8
1,5,458,618.34,9
23,42,246,682.88,1
33,28,221,357.71,6
26,53,123,320.74,14
0,5,187,687.37,18
7,49,262,223.39,9
22,26,413,425.46,19
5,5,273,196.29,13
21,22,373,18.22,3
24,15,60,970.36,10
17,13,406,437.39,2
16,28,408,969.66,16
11,33,125,148.92,6
5,43,337,591.49,10
25,23,341,208.96,17
26,33,51,792.17,13
7,43,178,785.87,13
18,18,139,121.48,5
0,50,440,912.94,8
28,53,327,202.68,2
34,30,170,616.85,16
13,26,39,985.78,11
34,16,69,883.57,3
19,13,236,957.0,19
12,39,48,349.17,15
7,33,381,114.52,9
19,26,57,196.46,6
32,48,277,505.49,9
25,1,338,795.3,6
20,49,99,158.65,17
8,38,404,663.13,8
23,2,15,330.34,17
16,49,325,347.79,16
23,6,461,665.3,10
20,46,179,472.33,0
12,50,332,813.91,16
10,38,62,164.36,3
18,42,119,792.05,3
10,24,469,73.59,13
12,18,37,202.11,8
0,27,134,659.59,12
18,41,455,856.38,15
11,8,26,260.15,0
7,28,490,333.92,2
7,10,496,541.75,18
11,17,8,219.46,7
32,55,457,813.04,17
25,29,475,775.9,5
27,58,4,153.84,19
4,6,21,469.19,5
7,14,415,777.08,4
24,22,149,343.96,11
26,54,488,636.78,8
22,6,25,59.71,8
29,26,487,612.6,16
22,39,143,161.13,18
19,12,245,832.28,16
17,35,419,361.89,15
17,14,433,288.74,11
1,22,43,842.48,2
3,51,425,59.64,13
29,23,293,402.64,16
32,48,185,376.3,15
35,7,42,291.95,11
17,40,431,912.64,1
18,50,92,753.42,7
27,25,317,73.28,11
19,13,398,717.54,15
32,21,324,532.03,7
11,41,53,901.86,15
14,10,84,319.82,9
1,53,34,578.42,19
28,55,76,505.75,14
9,59,353,494.67,3
1,9,408,461.54,14
10,15,404,213.57,3
12,52,197,758.15,10
9,2,486,456.82,5
13,25,286,958.93,3
17,13,88,268.2,8
8,34,235,685.92,8
27,51,232,941.31,2
2,58,7,666.82,4
19,34,292,872.56,14
5,35,38,829.21,8
26,38,464,366.52,1
1,3,52,604.12,2
28,42,143,164.7,11
2,56,430,540.17,15
15,59,407,238.12,4
29,6,396,746.3,9
1,55,221,532.78,14
16,48,428,417.12,13
11,49,240,276.11,13
34,19,143,998.71,12
0,3,349,80.99,15
14,18,493,53.13,7
25,39,363,225.08,7
20,9,382,971.36,16
30,52,49,979.45,16
24,12,277,658.38,2
22,5,271,881.31,0
23,3,14,221.82,16
27,11,298,972.32,15
20,57,492,151.36,16
17,30,464,110.11,1
35,4,15,121.09,13
34,5,234,577.4,6
8,1,63,783.16,18
29,27,196,373.0,0
33,28,27,978.12,16
31,29,471,440.08,9
2,18,93,158.94,5
2,12,105,471.31,6
27,13,309,682.25,5
14,41,52,833.9,4
22,2,319,464.18,1
10,37,457,597.67,17
31,45,181,274.67,16
35,16,57,649.46,6
32,48,120,986.11,18
23,24,308,58.56,6
33,35,363,887.67,6
27,22,43,566.66,15
6,36,135,259.58,11
3,11,373,955.34,14
0,55,426,488.52,14
0,58,260,338.37,10
19,46,197,189.68,1
18,29,133,252.01,2
28,35,459,834.52,18
9,48,255,618.27,19
17,54,489,914.11,14
27,15,220,239.65,15
34,31,336,129.93,0
30,42,41,16.03,14
26,41,478,512.78,11
10,43,388,998.32,6
4,16,255,698.02,6
7,10,2,315.31,10
33,49,494,878.09,19
11,32,195,783.91,10
0,51,242,25.26,16
30,2,149,818.69,2
3,24,198,307.52,15
4,23,299,158.18,4
29,2,245,234.07,1
23,38,338,473.89,6
2,31,108,430.62,9
10,51,453,296.0,4
3,40,393,180.5,14
25,26,212,764.61,11
26,29,156,990.21,9
26,3,26,780.01,16
5,58,82,302.98,19
14,14,83,252.36,19
29,25,131,225.49,10
34,48,329,145.33,7
22,1,100,555.82,14
5,53,256,609.35,1
3,3,479,708.45,16
17,54,49,683.41,5
8,26,401,299.41,12
28,18,63,337.01,7
12,9,311,684.7,10
16,38,407,355.95,14
31,23,290,220.5,12
21,21,105,380.59,17
3,57,105,279.36,17
4,1,325,97.43,16
12,21,15,831.84,12
33,27,175,854.58,2
21,42,259,227.55,6
22,59,211,74.12,11
2,6,412,741.44,3
33,55,259,219.41,10
31,44,102,399.5,13
20,36,260,73.49,17
20,28,344,234.01,6
10,45,159,794.97,4
3,17,45,806.35,15
0,59,443,215.01,10
27,40,301,342.55,2
23,58,251,142.9,15
34,52,331,83.43,10
12,3,165,992.25,9
33,12,193,659.04,1
10,39,9,546.68,15
35,12,401,767.84,16
16,2,374,841.68,9
34,56,65,808.65,17
17,46,387,26.37,11
21,22,495,194.94,7
23,23,282,658.36,2
18,30,181,382.0,19
20,5,415,982.66,2
7,9,282,668.75,5
27,21,279,956.98,1
4,11,30,209.43,2
16,5,266,865.32,16
35,35,328,328.14,8
18,27,492,989.67,3
26,49,217,166.11,1
33,2,320,521.18,8
10,24,406,794.92,13
11,31,399,438.32,10
20,33,379,473.4,1
10,39,105,986.49,1
27,30,184,431.06,4
4,46,330,608.03,6
16,37,148,63.99,3
19,51,105,843.79,13
11,28,47,651.69,1
5,31,87,409.98,11
16,11,309,26.01,9
18,23,437,595.75,0
25,57,129,22.53,18
31,2,258,11.19,15
5,40,314,619.94,14
35,41,147,197.13,13
10,27,446,199.97,8
32,35,462,656.74,14
23,2,72,63.16,6
22,39,486,320.27,3
14,37,140,157.94,17
26,21,410,584.37,7
10,58,27,665.15,11
16,5,29,723.92,14
13,52,271,262.68,14
26,45,174,98.36,16
17,21,253,87.9,1
27,29,385,431.89,11
3,20,60,946.39,2
6,38,107,225.55,6
34,20,220,264.17,5
8,50,441,109.88,13
7,25,259,609.51,4
16,2,371,683.07,3
16,57,146,646.5,14
32,32,52,862.52,6
31,26,60,491.56,2
7,6,34,143.11,12
18,41,96,296.51,9
2,57,477,665.81,1
4,3,89,616.99,11
12,33,316,535.69,11
30,1,410,686.13,18
15,51,231,641.02,18
31,5,456,882.51,2
21,13,275,590.16,5
28,19,246,780.82,1
21,12,111,256.22,12
2,48,234,681.4,8
9,25,278,903.17,12
20,57,477,391.88,13
15,51,417,781.31,18
11,35,166,727.54,10
1,12,128,68.93,13
23,30,237,585.69,15
34,5,494,138.89,9
29,34,291,967.65,19
29,22,107,813.29,15
34,39,128,118.63,1
18,13,195,130.53,15
7,57,339,598.53,13
25,47,394,351.44,17
6,54,475,44.56,5
29,3,143,546.23,6
6,53,395,393.97,12
2,20,111,110.07,1
0,31,90,803.9,14
35,5,251,915.93,16
24,24,280,759.03,12
0,40,333,824.2,6
14,54,224,224.33,0
12,33,101,270.94,2
7,8,132,216.44,19
4,24,13,767.41,17
8,50,457,948.44,6
0,20,441,719.67,16
35,16,497,882.65,11
34,50,98,642.31,15
1,52,120,393.78,9
22,12,293,431.5,15
8,13,304,84.57,19
33,45,199,41.14,17
13,42,1,698.52,14
3,39,60,444.04,10
29,25,250,556.69,17
30,46,140,562.08,5
10,32,149,284.6,0
34,24,395,481.13,6
7,48,44,476.05,11
2,47,371,394.54,19
13,44,186,822.47,3
12,9,108,456.65,9
31,40,44,607.61,1
33,50,78,896.56,8
18,23,226,867.57,9
15,50,162,891.52,19
1,13,281,277.3,10
16,59,253,44.63,13
33,32,132,268.46,2
15,50,448,285.92,0
1,15,372,910.27,6
1,36,375,652.75,3
25,49,474,90.89,6
12,5,144,144.02,15
30,22,266,164.12,9
33,16,109,634.12,14
2,41,194,738.06,15
7,10,35,861.05,5
22,24,467,941.23,3
13,18,390,209.69,3
26,49,275,316.67,3
28,18,187,247.92,16
0,7,437,365.17,12
16,4,243,915.52,1
29,26,264,579.36,19
12,5,462,740.81,5
20,55,10,495.22,0
18,16,451,38.57,7
18,35,166,73.55,17
24,26,29,542.54,3
21,18,271,721.6,4
30,29,87,223.18,4
16,23,23,724.69,14
22,53,210,812.56,9
31,14,46,417.78,7
9,15,467,748.96,6
9,49,28,409.99,11
35,33,26,681.57,10
7,25,266,766.36,12
19,21,175,992.01,14
31,17,4,351.94,16
13,23,311,416.93,17
27,57,322,173.96,7
23,43,67,212.03,5
14,17,135,696.46,10
21,58,55,917.88,8
29,14,464,400.66,4
3,29,31,188.05,6
12,20,74,292.25,14
22,30,19,460.5,3
7,19,156,297.74,18
17,53,337,241.24,12
11,39,156,738.62,0
30,56,147,17.77,0
13,13,485,543.84,13
33,18,87,795.83,8
17,23,20,273.57,11
33,46,269,607.26,17
10,33,333,672.21,8
11,39,43,658.47,7
14,40,395,451.39,13
30,18,432,353.11,8
28,9,399,837.56,19
25,33,401,760.86,1
17,32,438,328.04,0
31,54,306,111.99,12
21,17,28,81.09,9
16,19,467,103.33,7
22,27,260,587.04,6
23,6,22,61.15,11
7,35,470,343.56,16
5,56,375,755.67,11
4,37,101,301.4,15
28,34,39,765.67,9
27,20,290,748.01,11
10,25,353,253.37,10
0,4,300,731.53,13
18,10,170,750.3,19
8,10,296,403.48,12
26,24,353,218.32,1
33,21,396,526.06,19
3,11,130,922.18,6
35,27,156,643.22,0
17,16,74,181.19,2
14,26,342,685.93,19
12,30,465,432.93,11
18,49,90,595.61,4
5,16,67,736.72,11
11,7,455,519.8,2
16,16,236,815.84,19
22,35,200,724.93,4
25,58,468,618.92,0
28,16,332,159.28,15
32,40,227,837.59,8
26,12,465,936.55,9
24,35,348,145.6,9
9,49,233,493.36,12
22,21,266,266.3,15
20,50,86,756.98,19
20,43,102,724.41,3
12,36,441,149.48,13
32,48,481,878.26,16
23,17,214,189.16,4
10,32,108,799.29,12
16,41,165,462.41,2
3,6,461,334.99,4
24,24,91,166.66,15
29,27,192,175.94,18
8,20,335,665.27,18
20,25,86,554.93,16
19,2,222,130.86,17
18,9,363,121.57,17
18,28,424,81.59,7
11,53,101,746.33,17
16,38,226,714.76,8
27,3,364,67.85,18
34,20,60,564.67,9
17,6,482,93.83,1
13,39,250,904.71,16
34,33,48,908.05,12
6,55,117,701.25,10
12,1,227,926.93,15
17,37,362,813.34,19
12,6,403,830.25,6
35,45,456,574.01,2
30,34,487,313.0,15
1,47,33,225.62,18
15,15,44,333.93,19
8,45,476,632.21,15
8,26,165,180.93,1
10,57,368,266.05,13
21,14,345,473.38,19
32,58,292,240.72,9
35,54,337,592.76,18
22,7,344,923.94,10
33,46,405,750.61,17
8,58,386,669.76,10
23,31,287,586.89,8
7,24,364,493.07,18
6,59,225,194.7,19
35,31,286,895.76,9
17,29,204,256.05,2
2,42,172,100.4,2
27,32,12,752.52,7
5,17,307,183.86,5
20,14,121,378.18,19
27,40,433,38.0,0
0,36,244,145.7,19
35,58,152,181.47,5
20,48,152,63.87,1
34,24,188,660.09,18
12,45,395,838.64,6
9,54,13,379.58,10
9,27,91,875.83,10
12,25,200,221.21,3
23,59,74,332.14,19
1,32,256,159.23,15
21,52,456,624.35,4
16,18,448,425.67,6
35,46,276,617.15,15
13,18,328,764.06,14
9,37,329,550.25,4
34,26,71,631.35,0
24,9,78,935.9,19
2,35,284,306.07,8
16,8,130,365.57,4
11,20,377,720.53,5
23,54,43,615.19,2
28,42,8,186.75,5
24,22,13,382.39,7
35,19,213,473.16,5
25,30,111,425.2,15
0,53,476,186.49,15
19,28,291,925.19,2
27,35,23,764.7,16
15,43,302,486.54,5
16,11,254,683.26,5
27,31,15,898.31,18
11,49,130,144.81,19
26,48,61,257.87,14
29,39,115,547.27,18
33,36,460,801.02,1
5,30,320,45.89,7
6,23,308,984.18,6
31,19,420,460.36,7
31,12,451,365.64,12
24,15,325,299.8,14
32,31,67,182.61,11
6,43,249,793.66,14
11,37,175,955.86,13
15,37,339,419.51,6
15,15,2,952.9,16
35,29,172,825.56,4
12,50,485,486.24,19
6,43,448,677.29,9
35,26,465,440.63,18
8,44,334,563.14,17
31,2,284,67.47,9
10,20,475,699.3,1
7,15,54,62.3,5
32,52,458,818.91,2
22,4,67,826.7,18
24,22,420,244.71,4
7,50,102,330.43,6
21,38,120,486.5,6
3,23,191,600.7,9
2,59,409,294.48,0
28,26,470,596.56,10
28,51,304,304.81,6
33,11,423,64.94,5
33,28,47,12.5,5
27,56,222,110.14,12
12,2,21,794.33,15
14,59,158,961.82,12
22,8,348,432.7,1
25,29,159,517.56,18
3,11,377,155.38,18
25,37,372,555.52,18
8,18,410,153.21,17
4,55,235,615.1,5
31,50,150,933.93,1
19,14,405,203.74,18
10,54,257,766.92,5
14,10,165,33.27,19
31,35,77,381.74,14
27,9,85,119.64,5
21,35,46,358.95,2
16,11,393,181.8,10
25,44,401,379.57,7
6,12,47,423.35,17
25,3,213,307.59,16
24,53,479,660.06,18
9,39,487,919.66,18
18,14,59,406.59,16
10,56,54,200.42,3
12,28,342,278.02,6
7,11,12,855.46,4
3,39,192,575.92,15
30,25,6,460.46,5
27,21,309,158.14,13
10,10,144,455.23,19
0,43,346,285.71,1
23,15,261,943.73,17
30,19,73,885.23,17
25,48,174,93.06,12
4,22,232,521.49,17
19,21,270,232.81,16
10,52,428,416.67,12
32,44,447,878.08,11
26,32,362,532.24,2
33,50,222,340.87,6
14,23,52,215.81,0
31,13,116,802.32,4
20,5,26,628.27,0
4,4,53,473.38,3
5,28,365,225.31,0
21,14,29,340.9,12
17,8,19,960.24,13
13,9,303,524.89,14
9,57,392,406.69,16
12,51,279,526.21,11
30,35,117,781.2,6
29,37,106,346.71,18
2,21,419,186.92,2
29,58,479,589.09,17
5,18,309,668.55,3
28,33,227,715.59,2
7,8,352,883.17,11
32,51,186,377.46,11
16,49,261,84.6,16
10,17,16,958.77,5
12,43,273,440.66,14
10,31,160,627.02,1
30,34,358,669.64,7
27,6,250,551.05,13
5,22,224,213.2,4
15,14,256,757.59,2
3,3,180,805.71,9
34,12,20,557.45,6
25,36,112,493.68,10
11,12,120,122.8,14
10,45,194,93.11,1
24,2,468,346.17,4
17,2,111,317.74,10
18,15,210,954.12,7
22,23,1,785.79,12
17,29,58,663.33,10
25,17,93,522.47,16
5,32,221,175.69,14
3,7,211,978.67,0
28,30,428,381.29,18
33,28,232,115.86,15
16,14,262,498.86,18
15,44,364,875.26,12
1,30,103,888.42,3
33,17,50,20.86,10
7,32,374,887.43,17
12,46,110,278.77,17
7,6,456,48.58,9
29,51,88,849.31,16
31,24,20,865.23,12
35,6,14,600.27,13
29,27,133,578.69,6
0,18,425,814.99,9
16,24,296,788.45,2
19,37,34,891.2,1
23,56,380,557.22,18
21,24,208,967.97,6
28,38,301,996.19,4
21,34,199,125.38,2
8,40,80,851.05,1
9,47,71,504.82,5
35,15,155,393.69,13
27,11,78,616.94,6
27,22,78,65.41,1
20,54,172,511.4,10
23,24,289,872.18,2
1,1,33,221.33,8
7,18,300,432.13,7
26,44,276,940.09,10
21,12,367,434.28,17
26,57,420,364.78,0
28,43,7,446.13,14
2,28,160,524.26,3
12,40,240,635.67,3
9,7,451,802.69,9
35,23,423,457.58,10
8,21,477,819.31,17
26,34,24,538.38,14
33,11,214,345.1,2
0,22,70,661.37,6
31,42,368,720.55,6
24,35,216,562.47,16
28,52,104,66.05,19
6,29,215,178.18,15
2,42,54,292.44,15
19,28,294,289.8,7
19,59,330,676.69,2
29,18,336,28.17,19
34,14,203,758.12,14
34,18,288,272.69,0
26,28,45,316.92,9
25,24,317,532.63,1
13,8,198,223.77,6
16,42,216,885.63,13
17,54,481,94.52,15
28,45,309,449.94,14
19,53,384,850.93,6
26,8,435,619.69,12
17,4,332,299.41,9
3,27,184,426.55,8
0,36,27,709.63,8
0,5,166,973.53,5
25,33,318,894.21,11
19,49,274,349.01,19
22,34,383,998.22,19
9,30,365,13.47,13
10,8,103,37.35,19
4,39,448,825.6,6
0,47,333,207.47,7
16,26,373,70.16,7
21,57,104,244.78,7
33,37,414,431.84,1
28,34,245,733.26,13
3,7,305,628.09,9
4,40,169,245.25,17
10,28,116,508.24,17
20,39,141,926.95,17
34,39,418,816.86,15
11,28,356,329.96,19
25,14,478,982.44,4
18,53,125,711.53,19
6,50,25,71.82,4
6,38,194,44.81,19
25,4,384,176.72,9
4,42,100,730.58,16
20,18,402,191.9,12
13,44,5,516.37,16
3,48,19,102.33,17
22,25,170,921.68,12
19,7,274,350.52,16
14,38,254,909.05,14
28,28,121,945.43,11
7,5,32,16.07,9
18,3,149,469.49,12
27,44,266,34.41,10
26,31,37,909.61,2
3,47,177,523.22,9
14,42,342,84.19,10
34,58,13,119.17,5
0,20,183,389.67,0
2,19,145,940.83,5
23,48,265,695.98,4
26,11,88,868.94,6
35,40,428,372.79,11
33,3,462,52.78,11
28,23,46,974.57,6
23,7,392,27.0,1
23,23,119,948.18,0
3,7,421,374.99,17
2,46,19,19.99,11
33,34,447,692.27,6
22,42,220,980.73,18
22,19,430,965.97,2
4,58,233,169.33,9
30,9,94,189.44,10
5,48,455,569.88,4
9,51,251,640.93,1
6,18,250,742.02,7
20,41,282,189.24,13
19,48,232,959.42,7
2,45,46,642.35,5
21,42,374,848.58,0
3,25,46,544.67,0
27,52,459,420.13,7
11,14,14,977.41,10
35,44,85,586.3,17
4,25,319,868.2,9
12,19,328,953.76,11
22,39,3,678.6,19
29,55,28,553.45,15
24,15,381,13.48,4
26,16,157,49.62,15
13,27,343,208.84,11
35,40,402,194.15,5
15,10,419,262.21,4
21,4,333,311.89,0
20,51,332,366.46,18
20,19,175,426.33,9
7,28,114,107.88,13
15,21,389,51.94,2
30,59,487,677.21,5
9,47,331,541.96,4
31,14,250,449.7,16
33,33,59,638.1,17
8,48,203,829.4,11
16,10,315,433.42,4
10,19,239,644.71,8
31,30,234,954.04,11
9,22,303,841.23,19
21,3,95,431.74,8
16,37,479,648.27,2
3,41,141,185.3,0
24,18,334,564.92,14
20,11,113,981.52,9
0,48,109,523.13,13
24,2,362,928.36,6
35,12,345,413.26,3
16,54,289,998.86,4
23,6,97,583.43,19
1,43,446,51.85,15
14,59,335,590.89,2
31,40,16,281.83,16
5,44,44,42.16,12
0,29,442,822.64,5
22,59,376,282.97,4
16,30,230,798.58,15
33,2,390,295.34,10
28,9,108,202.38,16
8,47,217,974.2,4
12,2,399,368.03,5
5,29,260,605.36,9
5,33,312,613.88,0
19,10,320,564.87,9
2,34,196,915.55,16
16,44,478,677.7,2
11,55,418,409.7,1
0,8,475,863.76,16
16,37,95,189.25,3
2,54,56,548.79,1
25,33,32,951.04,4
14,47,492,629.14,9
35,6,231,818.8,0
31,44,372,657.03,0
31,40,9,840.98,3
3,45,191,945.04,6
17,19,361,280.19,13
18,32,200,177.96,13
34,27,334,489.15,17
13,1,161,704.84,1
32,43,87,234.92,0
13,52,21,14.06,15
33,33,311,349.51,17
3,40,76,969.17,15
23,32,441,698.02,5
28,5,386,407.31,9
18,17,141,200.65,1
5,8,126,362.53,6
32,57,251,178.14,16
18,42,388,115.24,2
0,34,84,907.67,19
4,9,434,997.67,11
26,56,371,172.47,1
15,23,48,63.98,6
5,35,379,336.43,16
12,50,78,467.04,18
34,7,30,212.77,11
18,15,285,308.41,8
11,53,136,208.86,13
15,54,140,776.52,1
9,20,41,715.45,3
24,50,486,638.6,18
19,25,282,393.35,15
30,3,50,909.95,16
3,55,258,969.84,1
22,46,311,181.9,16
1,24,360,230.78,18
21,34,440,530.37,7
7,46,270,100.34,19
6,22,134,442.08,5
13,11,234,585.97,11
2,48,128,526.85,17
15,8,104,337.6,1
18,39,254,547.02,18
17,43,95,959.21,9
15,35,337,213.96,2
7,49,217,658.28,11
32,46,61,52.96,15
11,38,480,75.75,11
10,8,268,556.31,7
4,54,241,113.89,4
26,37,13,32.12,10
11,27,147,179.8,9
16,28,428,569.2,2
5,40,240,706.31,8
32,34,89,210.45,11
4,32,95,671.58,5
27,15,315,190.65,18
13,44,293,617.32,15
4,17,25,417.84,13
32,33,272,657.26,3
18,47,166,995.1,17
21,46,427,938.44,9
4,52,497,14.24,17
1,54,250,886.58,11
29,16,87,75.83,18
3,29,142,953.52,7
32,9,134,289.01,0
12,33,473,388.21,13
19,49,279,100.72,5
6,29,126,121.15,13
14,13,316,729.47,1
22,21,491,944.89,8
13,58,396,614.64,11
22,21,141,718.69,4
18,5,356,764.35,1
28,10,103,270.19,18
19,6,226,54.78,6
28,56,390,11.85,6
23,51,63,357.14,9
17,57,294,249.05,16
9,13,384,71.69,13
7,1,306,187.73,10
25,20,254,133.25,19
28,57,180,915.73,5
9,47,40,148.86,7
16,46,264,542.27,18
1,8,189,597.17,18
5,10,8,548.05,16
4,9,104,108.07,17
27,49,225,325.61,11
4,41,34,60.76,8
17,3,236,401.71,15
25,11,463,196.71,17
19,12,228,566.02,15
26,10,188,695.88,15
11,25,313,536.8,3
6,49,483,439.89,6
2,49,430,393.46,0
9,25,22,843.27,19
33,11,343,227.17,0
24,54,40,736.88,7
34,36,173,759.91,7
15,39,439,425.01,9
1,53,179,304.33,0
23,26,86,475.84,13
9,14,133,102.28,13
21,39,351,55.47,9
25,56,13,120.49,18
26,40,28,195.27,15
28,1,84,509.14,8
19,56,481,850.65,19
26,54,464,243.29,15
19,4,318,935.81,19
18,30,349,955.36,7
19,12,343,959.32,6
34,56,280,839.19,10
1,35,354,370.19,5
29,13,263,81.96,14
33,52,166,573.13,18
21,31,293,563.09,13
2,38,68,851.48,14
5,43,226,996.03,5
14,23,170,513.08,9
26,4,86,351.75,13
9,52,133,194.04,15
8,16,448,14.75,12
32,7,178,514.02,10
31,22,490,559.96,2
5,29,343,826.69,7
35,11,252,509.53,2
1,56,15,917.3,1
28,33,223,631.8,13
3,58,379,841.93,19
0,29,201,156.82,14
18,59,107,856.78,2
25,39,250,678.39,0
24,12,437,178.53,14
9,7,409,197.87,19
14,59,89,927.24,1
21,55,125,41.89,17
20,39,113,467.91,0
21,42,469,320.34,8
35,48,137,668.43,2
33,26,247,841.23,1
29,40,496,366.77,3
24,9,166,432.63,15
27,41,150,982.1,0
0,34,363,786.08,8
3,45,343,898.23,7
6,13,433,444.37,5
8,55,68,241.74,19
35,55,221,417.74,17
18,36,271,718.93,15
0,25,321,118.34,7
9,24,310,277.76,3
35,44,414,56.17,2
8,17,349,438.02,14
31,2,20,829.17,5
31,13,289,34.42,0
5,31,489,678.57,17
16,29,492,933.17,10
9,50,100,244.56,2
26,28,252,696.7,12
34,27,470,975.35,16
20,15,77,962.66,17
24,31,135,242.58,13
27,40,392,109.33,6
14,15,412,156.8,6
3,33,173,705.02,13
28,20,363,728.5,14
8,42,201,677.49,11
26,12,217,342.72,11
25,37,376,178.08,7
18,9,208,584.95,15
27,23,74,488.84,8
16,8,11,731.55,1
19,32,287,446.95,13
22,48,256,345.25,15
31,14,12,300.54,4
32,27,380,219.36,4
4,25,479,273.09,19
33,13,78,103.88,17
10,55,435,353.39,17
2,21,172,46.2,4
32,45,96,194.55,10
10,31,306,749.3,12
15,37,373,332.21,2
17,48,273,671.55,16
29,58,419,719.72,17
9,43,385,585.37,13
17,54,413,959.11,11
18,5,179,31.23,13
35,13,64,741.27,17
12,28,132,959.2,19
2,43,343,863.65,1
9,25,412,176.21,6
0,51,272,333.55,14
26,35,319,180.73,9
7,47,332,605.3,14
16,39,437,715.07,16
8,7,341,323.9,10
5,38,109,544.11,1
24,32,273,694.01,17
27,3,168,427.13,3
32,45,397,855.48,8
8,39,180,773.83,16
17,37,58,74.02,16
20,55,480,624.91,16
1,50,421,242.97,15
35,22,498,561.94,19
14,8,79,957.32,7
27,17,460,880.27,14
17,52,61,410.47,0
33,27,369,298.6,18
21,33,121,242.06,14
10,46,207,537.19,8
12,17,34,123.11,4
3,42,70,553.78,15
21,12,17,11.32,12
6,48,496,330.61,15
23,46,497,227.73,10
3,27,20,971.51,12
27,48,457,729.97,5
14,8,315,356.16,19
0,23,69,101.92,16
2,42,215,521.63,4
13,49,161,221.31,16
0,59,102,541.07,0
20,29,376,837.01,4
28,50,206,619.63,4
4,20,145,637.45,6
9,16,57,545.62,15
27,17,83,927.99,17
20,16,481,932.58,5
6,19,385,517.6,1
2,56,269,312.7,12
19,56,494,464.99,9
18,8,411,194.69,19
34,38,454,639.98,10
3,38,187,505.09,1
4,53,6,112.27,7
0,29,353,205.67,18
3,41,350,484.84,19
11,36,110,888.71,16
26,26,483,570.73,15
22,31,407,684.72,9
24,44,138,345.64,4
20,12,51,575.7,13
23,55,403,452.91,18
